audio_filename,start_time,end_time,transcription
Entre_savoir_faire_et_faire_savoir_Nizar_Chaari_TEDxThyna,1044.717,1047.886,ou contact at tunivision point net
Entre_savoir_faire_et_faire_savoir_Nizar_Chaari_TEDxThyna,1047.886,1052.007,je serai toujours là pour faire réussir médiatiquement vos idées
Entre_savoir_faire_et_faire_savoir_Nizar_Chaari_TEDxThyna,1052.007,1059.607,et آ أي أفكار ولا حاجة مرحبا بيهم et je serai vraiment très très content de les faire réussir de plus en plus
Entre_savoir_faire_et_faire_savoir_Nizar_Chaari_TEDxThyna,1059.607,1061.58,vive sfax vive les sfaxiens
Entre_savoir_faire_et_faire_savoir_Nizar_Chaari_TEDxThyna,1061.58,1062.607,وربي يوفقكم الكل
Entre_savoir_faire_et_faire_savoir_Nizar_Chaari_TEDxThyna,1062.607,1063.232,merci beaucoup
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,10.156,10.527,توا
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,11.307,16.52,توا بش يطلع لكم واحد il est très intéressant j'ai parlé آنا hier
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,16.52,18.329,il va nous parler de l'énergétique
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,18.329,19.869,c'est sa passion depuis tout jeune
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,19.869,23.121,il a rencontré beaucoup d'obstacles في sa carrière pourtant il a tenu bon
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,24.042,25.909,آم إن شاء الله يعجبكم
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,25.909,29.958,إم آنا vraiment je l'admire pourtant حكيت معاه que pendant dix minutes
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,29.958,31.178,أحمد شواشي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,32.522,33.504,عالسلامة
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,33.504,34.995,باهي ال parachute أه
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,39.074,39.724,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,39.724,41.701,الحكاية أول ما بدات
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,41.701,43.141,أيواش بديناها
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,43.141,46.059,الحكاية أول ما بدات عام ألف وتسعمية وسبعين
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,46.059,54.492,عام ألف وتسعمية وسبعين آ ثمة maître إسمه مينورو موشيزوكي ال maître أذايا طلع النوع جديد متاع des arts martiaux لي هو ال yoseikan budo
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,56.329,57.009,أوكي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,57.009,58.224,هيا باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,58.224,59.415,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,59.415,63.228,آ حط philosophie اللي عملت développement كبير في ال les arts martiaux
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,63.228,70.987,وآنا personnellement ما نعتبرهاش revolution في ال niveau متاع les arts martiaux mais revolution في ال point de vue social
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,70.987,73.917,وحاجة أخرى révolution في ال savoir vivre
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,73.917,74.881,كيفاش
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,74.881,80.709,يقول لك كان تحب تبدل وكان تحب توصل tout simplement يلزمك تكون كيما الما déjà هي إسمها ال philosophie de l'eau
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,80.709,81.244,كيفاش
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,82.337,85.786,كي تشد الما تحطه في طاسة خضرا يولي أخضر
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,85.786,88.343,كي تحطه في طاسة حمرا يولي أحمر
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,88.343,90.481,تحطه في حاجة مدورة يولي مدور
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,90.481,92.283,تحطه في حاجة مربعة يولي مربع
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,92.283,97.241,au même temps au même temps يحافظ على نفس ال caractère متاعه اللي هو unique
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,97.241,100.249,وحاجة أخرى حتى واحد لا ينجم يعيش بلا بيه
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,100.249,104.409,صحيح يجي نهار تبدى ماشي في الثنية وتلقى ما طايح اللوطة
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,104.409,108.653,mais يجي نهار زادا يتبخر الما أذاكا ويعاود يهبط اللوطة
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,108.653,115.566,الحاجة هاذي كان حطيتوها في مخاخكم وليتوا تعيشوا بال l'esprit هذا بالرسمي وقتها تنجموا تبدلوا
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,116.916,124.29,آ bon وقت اللي مش تبداوا آ تخدموا في ال l'énergétique ولا quels que soient ال domaines لي مش تخدموا فيهم ماكش بش تلقاها ساهلة معاناها
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,125.56,128.475,آ déjà أول ما بديت معناها لقيت des difficultés
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,128.475,130.46,tout simplement على خاطر لحظة بالله
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,132.569,133.507,أعطيوني سبركة أمان
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,136.111,136.871,bon ثمة هاذي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,137.945,138.19,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,142.166,145.373,هذايا من هنا تشوفوا فيها cercle صحيح
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,145.373,147.366,أما آنا من هنا إنشوف فيها rectangle
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,148.411,150.473,اللي بعاد الغادي يشوفوا فيها point
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,150.473,152.426,كل واحد وكيفاش ال point de vue متاعه
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,153.432,155.086,كل واحد ومنين يخزر للحاجة
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,155.086,159.32,إذا كان إنت تحب توصل يلزمك تخزر للحاجات مالشيرات الكل
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,159.32,159.439,وقتها بش تنجم إتديفلوبي الخدمة متاعك
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,161.888,171.895,نتفكر وقتها وقت اللي بديت نخدم في ال les projets في عام deux mille six آ خدمت mécani عملت ال mécanique عملت les petits  عملت l'électronique pourtant ما إنحبهمش برشا معناها
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,171.895,174.776,mais obligé خدمت على خدمت الحاجات أذوما
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,174.776,180.621,وقت اللي بديت وخدمت l'énergétique ثمة جماعة في ال comité قالوا لي bon خدمت l'énergétique et après
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,180.621,181.458,شزدت
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,181.458,182.335,ما زدت حتى شي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,182.335,183.433,كلهم ماخذهم مال l'internet
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,184.281,186.579,آ وقتها تنرفزت برشا
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,186.579,193.224,وقالوا لي راو تقابلت آنا وطفل قالوا لي راو ثمة واحد في ال club اللي بالنسبة ليا آنا هو لي بدل لي حياتي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,193.224,201.71,قالوا لي راو ثمة واحد chimiste في تونس فهمت السيد أذايا آ vraiment إنسان غير عادي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,201.71,203.739,إن دخلت قالوا لي راو extraordinaire
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,203.739,208.857,إن دخلت نستنى في واحد لابس costume آ طويل genre الباب هذاكا وزيده راس من فوق
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,208.857,209.298,فهم
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,210.171,214.838,آ آ donc آ ل ما نعرش كبوط cuir حاجات أكاكا
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,214.838,219.108,en tout cas دخلت les ال description أذيا لقيتها في العساس
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,220.855,221.3,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,221.3,222.554,واصلت دخلت
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,222.554,227.694,نلقى راجل في jean شلاكة بوصبع كان يصلي في المغرب
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,227.694,228.688,أوكي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,228.688,233.157,والمشكلة فاش إنه وقتها قاعد يطيب في التاي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,233.157,236.06,تعرف شمعناها يطيب في التاي في الل في labo متاع chimie
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,238.493,240.063,رجعت المرة لي إمبعدها
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,240.063,243.618,رجعت المرة لي إمبعدها نلقاه يطيب في العجة
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,243.618,245.354,آنا جيت بش إنكلمه
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,245.354,253.708,إسمه سيد أحمد هو قتله إم جيت بش نقول له يا سيد أحمد شنوا هذا وواحد تلفت له صاحبه قال له سيد أحمد تفك تتفكر كي كنا إنطيبوا في اللبلابي والهرقمة عال l'autoclave بال pression
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,255.805,256.767,في اللحظة هذيكا
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,258.4959375,262.483,آ ال notion متاع ال physique وال science وال technologies الكل تقلبوا
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,262.483,263.237,علاش
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,263.237,270.025,صحيح تنجموا تفسروا ال thermodynamique par exemple في ال l'énergétique بورقة و stylo و data show و trois d و et cetera
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,270.85,272.305,آ شنيا هاذي يا ودي بدل
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,272.305,272.862,ويه
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,274.105,274.423,بدل
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,278.075,278.624,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,278.624,280.221,bon أذايا projet مال les projets
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,280.221,280.97,حاصيلو
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,280.97,283.693,آ les notions هذوما الكل تقلبوا علاش
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,283.693,286.036,قتلكم تنجموا تفسروها بال manière اللي تحبوا عليها
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,286.036,287.751,بال stylo والورقة لا
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,287.751,294.379,ال thermodynamique وال physique تتفسر به الواحدة متاع العجة وقت اللي تحطها مسكر إتطيب أسرع
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,294.379,296.12,ثماش échange de matière
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,296.12,302.183,وقت اللي تحطها في cocotte تزيد ال pression pv est égale à nrt les formules إنتوما تعرفوهم
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,302.183,303.721,أكايا ال science تجي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,303.721,307.092,ال science عمرها ال science عمرها لا كانت ورقة وستيلو
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,307.092,308.156,ال science application
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,309.221,311.944,هذاي هي ال معناها الحاجة اللي بدلت لي حياتي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,311.944,315.383,آ دخلت وقتها إم bon متعارك شوي مع الجماعة اللي في ال club لاخر
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,315.383,319.525,فهمت ما إنحبش نعمل publicité معناها club تونس بحذا المنقالة فهمت على شارع الحبيب بورقيبة
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,319.525,320.283,حاصيلو
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,322.035,329.981,آ donc وقت اللي دخلت وقعدت معاه تقريب جمعتين تعرف أول réaction عملها شنيا
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,329.981,331.322,لحظة برك
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,331.322,331.79,أيا وينك
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,335.042,337.769, أول حاجة عملها عطاني مفتاح
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,339.451,341.143,في ال club أذايا ثمة quatre laboratoires
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,341.143,342.614,هو عطاني مفتاح
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,342.614,348.367,تعرف شمعنتها إنسان يعطي مفتاح لعبد وعنده جمعتين ماللي عرفه
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,349.985,352.821,وحاجة أخرى à part ال confiance مش حكاية confiance
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,352.821,357.619,حكاية إنه عطاك خمسة وعشرين بالمية مال club لواحد ما يعرفوش
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,358.905,360.48,الناس أذوما مازلت بش تلقاهم
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,360.48,363.959,آنا الجماعة أذوما نعرفهم juste في التلفزة ولا في السلسلة متاع سحر
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,363.959,366.642,donc ما ما لاحظتهمش في الدنيا
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,366.642,369.796,بالشوية بالشوية كنت خادم deux projets
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,369.796,375.899,في عام خدمت projet لول الثاني الثالث الرابع الخامس السادس السابع الثامن التاسع
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,376.904,379.714,زادني ال documentations اللي قاعد نخدم بيهم
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,379.714,385.235,بديت إنلمد في ال les docomentations ونكتب إنلمد في ال les documendtations ونكتب لين وصلت عملت كتاب
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,385.235,386.687,ماغير ما نشعر راو
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,386.687,393.898,نخدم فيهم عال l'internet إمبعد خرجتهم مال l'inter نقد معناها نخدم فيهم عال word إمبعد خرجتهم مال word نلقى روحي عندي كتاب
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,393.898,395.743,c'est pas assez difficile راهو
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,395.743,398.079,c'est pas assez difficile بش تخدم حاجات كيمن هكا
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,403.469,404.134,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,404.134,408.358,السيد أذايا le voilà سيد أحمد الحمامي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,408.358,409.586,تنجم تاقف لهم سيد أحمد
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,415.736,416.096,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,416.096,418.101,سيد أحمد هاني حكيت عليك توا بش نحكي على روحي شوية
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,419.475,419.797,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,419.797,421.355,شو أ عاودت رجعت تي رج
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,422.952,423.529,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,423.529,425.071,حط لحظة لي قبلها
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,425.071,425.639,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,425.639,426.871,أذايا le projet لولاني
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,426.871,444.555,ال projet لولاني cafetière solaire معناها genre آ تحط الما من فوق ثمة des systèmes متاع des miroirs الكلهم يعكسوا ال lumière في اللا في الواحدة الكحلة هذيكا وإنت juste تحط الما من فوق يهبط تهبط لك وماللوطة تحط آ système أ فيه البن واللي تحب عليه وال filtre تهبط قهوة حاضرة
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,444.555,445.514,تعدى لي إمبعدها
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,445.514,445.933,تضحك
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,447.11,447.518,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,447.518,451.645,أذاكا bon ماهيش واضحة بالقدا آ آ prabole هي عبارة على prabole voilà
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,451.645,459.689,ال prabole أذاكا يكونسونتري ال م مع مغطي ب des miroirs آ يتلمدوا les rayons الكل في point واحد في distance focale معينة
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,459.689,463.993,آ ال temperature توصل ل quatre cents quatre cent cinquante في شمس عادية كيما نهار اليوم
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,463.993,464.639,أوكي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,464.639,465.51,نتعدوا لي إمبعده
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,466.828,467.163,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,467.163,470.474,أذايا parabole واحد آخر déjà هاكم تشوفوا براد التاي المشهور معناها
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,470.474,470.956,oui
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,472.315,473.595,آه أوكي merci
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,473.595,474.338,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,474.338,474.885,وسطانية
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,474.885,475.202,أناهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,476.92,477.723,ما نعرش معناها
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,477.723,478.305,هذيا
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,478.305,478.957,أهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,478.957,479.707,هذيا باهي أوكي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,480.687,480.874,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,481.926,482.174,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,482.174,485.389,هذايا voilà براد التاي le fameux تاي معناها اللي إنطيبوا فيها
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,485.389,492.872,bon صحيح آ أ إنقبته شوية معناها بال rayon وفرحت personnellement معناها كي إنقبته خاطر ال température توصل عايلة نتعداوا لاللي إمبعده
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,492.872,494.982,et bon هذاكا طيبنا عليه المقرونة déjà وحكاية
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,496.879,497.395,تي وين
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,497.395,498.596,يا آه أوكي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,498.596,500.277,لا في بالي بدل بال data show
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,500.277,501.219,باهي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,501.219,506.133,donc آ أذايا pasteurisateur نفس ال système عنا واحدة مدورة هكا مقعورة
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,506.133,506.915,أوكي
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,506.915,510.239,و les rayons الكل يتعداوا في tube متاع بلار
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,510.239,514.693,آ tube متاع بلار تعرفوا الناس الكل اللي هي غالية برشا بش ت تشري tube متاع بلار
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,514.693,520.318,أ donc solution تحفونة برشا إنو مشيت لل club قلعت tube néon نظفتها وحطيتها
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,520.318,521.236,mais bah oui
TEDxLPBT_Ahmed_Chaouachi_Lenergie_solaire_en_Tunisie_une_nouvelle_perspective,522.899,523.538,تعدى لاللي إمبعدها
